

Started: 2016-07-18 23:21:19.093656.
>>> ./output/auto_encoder_4x4.txt
Autoencoder OK.
23317300 parameters
Functions OK.
Data OK.
Training over 500 Epochs...
Epoch     TL                  VL                  Time                
1         0.16383467445       0.063792089976      5.63645720482       
2         0.0666697705441     0.0630349332378     5.63511490822       
3         0.0661722515332     0.0626078503472     5.60819482803       
4         0.0652695304834     0.0613688115208     5.59666800499       
5         0.0640771177293     0.0606174884098     5.58123612404       
6         0.0634832666947     0.0602384805679     5.59508705139       
7         0.0631552007012     0.0600494485171     5.58346295357       
8         0.0629433303481     0.0598715492302     5.61010885239       
9         0.0627913157096     0.0598358082629     5.60318803787       
10        0.062675339972      0.059638073934      5.61610794067       
11        0.0625610162716     0.0595791017016     5.61577987671       
12        0.0624802458921     0.05943623877       5.60505080223       
13        0.0624038350243     0.059363056329      5.60583686829       
14        0.0623381263254     0.0593808942607     5.59779691696       
15        0.0622593725819     0.0592497184518     5.59247589111       
16        0.0621954582189     0.0591430232993     5.5869641304        
17        0.0621067731097     0.0591102900604     5.58106803894       
18        0.0619385546018     0.059163552842      5.59164309502       
19        0.0617777170005     0.0589968382957     5.61467885971       
20        0.0616236815579     0.058688406256      5.60114789009       
21        0.06129798839       0.0588527908992     5.60641288757       
22        0.0609090075192     0.0580411485973     5.59076786041       
23        0.0605131646637     0.0573517101861     5.62571120262       
24        0.0600555653472     0.0569918966364     5.62256288528       
25        0.0594772501378     0.0563195764664     5.595443964         
26        0.0588728858176     0.0561267772601     5.60638403893       
27        0.0584509898678     0.0553774578231     5.60394906998       
28        0.0581398445855     0.0551898690561     5.57828402519       
29        0.0578287473631     0.0550898285139     5.5898680687        
30        0.0575739042741     0.0548459773972     5.58006095886       
31        0.0573509406335     0.0544168617399     5.60361289978       
32        0.0570595702617     0.0543681560528     5.59642910957       
33        0.0566990711533     0.0535143736218     5.61340403557       
34        0.0563862348104     0.0534467352998     5.63932394981       
35        0.0559601123897     0.0533455970387     5.61458992958       
36        0.0555478296436     0.0526814551226     5.58586502075       
37        0.0550728711751     0.0521912188047     5.59216594696       
38        0.0546512267746     0.0516248737418     5.5836288929        
39        0.054264152109      0.0512170161875     5.59251594543       
40        0.053973672598      0.0509118141518     5.58610320091       
41        0.0536404670686     0.0506392848634     5.57303309441       
